Iteration,Simulation,Result,X0,X1,X2,X3
0,0,-2000,5.009191249687961,2.377320656437195,2.6291918451963925,4.023666106255492
1,0,-156.34185110460703,6.643861931942674,1.9096016791789394,9.859010106493859,8.378282255425272
2,0,-156.34205900331517,6.643863230910494,1.9096048383495765,9.859010141540576,8.378282872629226
3,0,-154.19346154128635,6.642562488963835,1.8534893359744804,9.942424397146375,8.419572906443447
4,0,-234.80288740207823,7.2383353032015725,2.782355931094159,10.0,9.13565252268773
5,0,-119.5818446375001,6.202602249818679,1.4339861626043535,10.0,7.896851662055809
6,0,-103.54527024881145,5.4622016062529894,1.4080137682455471,10.0,7.707956796251464
7,0,-91.18009900331683,5.057216872952651,1.1692244171229484,10.0,7.967410942846709
8,0,-60.58809923507632,4.425798705332727,0.125,10.0,8.51783380348657
9,0,-63.29818981132895,3.5518469640381873,0.125,10.0,9.058314378989486
10,0,-60.05277423564106,4.008481777838592,0.125,10.0,8.510581303784084
11,0,-61.391478084103454,4.105280093666308,0.125,10.0,8.691619103005834
12,0,-57.982591471534846,4.384738424049571,0.125,10.0,8.141770490652421
13,0,-57.00060910492891,4.475732664786382,0.125,10.0,7.980883044253966
14,0,-55.55875882404155,4.677251662279567,0.125,10.0,7.731225822669415
15,0,-54.643293749654234,4.884239315480872,0.125,10.0,7.5562936734028
16,0,-54.35316683264675,5.015115620970685,0.125,10.0,7.487272869850278
17,0,-54.59042390126443,5.071992871725009,0.125,10.0,7.510528105284891
18,0,-53.55521420276765,5.00914756036502,0.125,10.0,7.371065518516074
19,0,-51.2575446148558,5.055563993040881,0.125,10.0,7.02345795488614
20,0,-48.74785416938593,5.195355954734434,0.125,10.0,6.625024262087169
21,0,-46.78213783445083,5.491353314396266,0.125,10.0,6.271479913516036
22,0,-46.391960340060784,5.703916697488782,0.125,10.0,6.165706395263013
23,0,-46.651099346489886,5.730028421630779,0.125,10.0,6.197773207690453
24,0,-45.12189919236093,5.687430696640902,0.125,10.0,5.982626191617272
25,0,-2000,5.844906546387605,0.125,10.0,5.486109249703251
26,0,-45.17640790523155,5.418166841320366,0.12600973954311265,9.99999955128629,6.046161837920388
27,0,-49.41359028017737,5.906069812491972,0.13129879777871814,9.99999400063541,6.524040697756373
28,0,-46.02249766917147,5.60498820314911,0.14256600439305991,10.0,6.03685326289789
29,0,-46.21045579039671,5.208897239938975,0.125,9.999997048075281,6.248771353736089
30,0,-49.45328134853498,5.455384083503777,0.125,10.0,6.672554202204033
31,0,-45.99976396230122,5.351539089344844,0.125,9.893002709516324,6.254071946890265
32,0,-46.17004946737922,5.35155857565432,0.125,10.0,6.212209264122412
33,0,-45.65883034437203,5.73785224992027,0.125,9.975681338751375,6.064680752035652
34,0,-46.68303993687484,5.189003002425097,0.125,9.774633494325606,6.468289869033494
35,0,-48.464193966987416,5.645894707539142,0.125,10.0,6.484028589056053
36,0,-47.80862080414216,5.383535274607031,0.125,10.0,6.44635839743611
37,0,-45.34454399821032,5.097907009020559,0.125,9.82134275220128,6.25636616826488
38,0,-50.83957112828623,5.294148710250924,0.125,9.87555532107048,6.998871045851835
39,0,-47.95246500663674,5.855342457452778,0.125,10.0,6.359774681425218
40,0,-63.94239468046911,4.789065539952626,0.3554756970930854,9.996823845615339,7.956839709665787
41,0,-46.10397713006196,5.198385523007521,0.125,9.86262186443209,6.32217651299884
42,0,-45.44966827525528,5.664481563664087,0.125,10.0,6.036153007827179
43,0,-58.280788693014486,5.5343491163812315,0.4433481899834434,10.0,6.228447002642288
44,0,-50.97922249935698,5.711775924455448,0.25712702714620106,10.0,6.081295933608088
45,0,-51.7905042400985,5.246182531140369,0.31424088504159176,9.947550851574716,6.165457169195995
46,0,-55.527149293682584,5.231047655252405,0.31438471364825255,9.864887429108665,6.774545393586577
47,0,-46.65933275219865,4.9177289369609305,0.125,9.835129255242622,6.481602920900395
48,0,-48.406308699854904,5.028546489922882,0.125,9.754519036153573,6.775751275442442
49,0,-46.928222207047256,5.6646613936769095,0.1686285277985367,10.0,6.007548372109936
50,0,-56.460044032333194,5.809034800654698,0.3269011460059528,10.0,6.423302911642914
51,0,-48.77301994371564,5.000077371383951,0.21240504088139645,9.902674970999454,6.336793365271539
52,0,-45.18085278170602,5.655207284475246,0.125,10.0,5.998728644169263
53,0,-45.81917416478733,5.773968872429803,0.125,10.0,6.065079100984086
54,0,-45.41696561525238,5.716506780585997,0.125,10.0,6.0193088970860735
55,0,-51.334572706967826,5.049750719318437,0.125,9.73345490423998,7.228663255341595
56,0,-47.944180868886775,5.625860520037157,0.125,9.748589559160578,6.577458824467984
57,0,-59.66737565018872,5.094848122600709,0.3430041406002634,9.85959618592788,7.324364065624105
58,0,-49.89668753993093,4.811830916433548,0.125,9.834262093820497,6.987887303486435
59,0,-45.1718804671343,5.682240450279569,0.125,9.975724382376864,6.00575969971307
60,0,-45.91368348425279,4.990421140427476,0.125,9.97816975166809,6.264052774544183
61,0,-49.02685669123769,5.463545199586712,0.21559781722112034,10.0,6.129046988773295
62,0,-45.60120534990568,5.461939848325621,0.125,10.0,6.104246072799883
63,0,-52.858796122813594,4.737141800766272,0.125,9.707724731135785,7.542915207548513
64,0,-51.667608318975454,4.643688120222537,0.125,9.823472789704008,7.293733420217928
65,0,-45.253195123789524,4.837364530582747,0.125,9.849754745576925,6.278075122456448
66,0,-46.63443671615394,4.658445303117021,0.125,9.947936461463724,6.455139103273765
67,0,-46.0786768921565,4.631014590945355,0.125,9.714384752514572,6.531475199298219
68,0,-47.87198760438293,4.55017585538623,0.125,9.846408469951946,6.727227970931917
69,0,-47.06878033121982,5.903887691579436,0.125,9.819567063383497,6.332392885990984
70,0,-47.44659573803989,4.728940394435424,0.125,9.833465427570092,6.638145629667131
71,0,-50.387111059201544,4.529186581707131,0.29399060800854077,9.801495166347928,6.487047377598237
72,0,-47.73174902786256,4.569825476567892,0.125,9.575078408117577,6.8925023646030095
73,0,-46.35293539995714,4.359867032728745,0.125,9.632719105950523,6.680173388583171
74,0,-48.440655744607675,4.301901717752705,0.125,9.670786145597775,6.982105854193613
75,0,-52.18918842866872,4.402218913162108,0.31214744404390404,9.636197574003194,6.858475022079902
76,0,-47.1677741236962,5.504918733606119,0.125,9.833460457724751,6.4323207590552824
77,0,-48.068406977379894,5.357286145841138,0.125,9.620413175577925,6.7464009309664
78,0,-49.19205362189114,4.447974653169107,0.125,9.492161242577474,7.202622549946567
79,0,-51.9240287110739,4.2880037952583905,0.125,9.672978485537143,7.512958173643735
80,0,-45.255082851189854,5.684640893279494,0.125,10.0,6.002869570585768
81,0,-45.12123298525495,5.253544211859739,0.125,9.93973699284773,6.1158483999522915
82,0,-45.20222865038183,5.3631729366218,0.125,9.946219887082314,6.10006665730256
83,0,-45.25766976079396,4.38247131090761,0.125,9.792120091456546,6.402733480002118
84,0,-46.517515442302525,4.3085667153511364,0.125,9.397872680828023,6.882492281048496
85,0,-43.997827205882324,4.396712597008636,0.125,9.493640368221405,6.406078218848185
86,0,-44.45639403782703,4.555805317646806,0.125,9.284890002375016,6.591611491983143
87,0,-43.78240472654137,4.282784582780051,0.125,9.25846531660064,6.5562630253460945
88,0,-44.20421161539426,4.112191196265677,0.125,9.487870728147989,6.493834357967728
89,0,-44.90445794731891,4.044958885204373,0.125,9.358177468225449,6.705852065298586
90,0,-45.211152472867205,4.9675637273653575,0.125,9.374307357801921,6.562215165046568
91,0,-44.18033002923895,4.7644565109578965,0.125,9.449635093413942,6.391884386612017
92,0,-46.24152699852076,4.0148754411084955,0.125,9.727235074778772,6.658767170014925
93,0,-48.64824297208713,4.189815435091349,0.3292268924445823,9.344477401454892,6.56075534562591
94,0,-46.827204173483416,4.859438160046233,0.125,9.273218898614024,6.913483377118635
95,0,-44.80288399069806,4.23654398502481,0.125,9.414751504520403,6.615434771896812
96,0,-42.355760774637346,4.445476412158347,0.125,9.18073904803132,6.3516668345510885
97,0,-42.66219385074355,4.521642511015059,0.125,8.955657494458526,6.546157159036101
98,0,-41.516107513242865,4.239292923692824,0.125,8.937557959245352,6.426953678250925
99,0,-46.21246206823792,4.380145808019925,0.30703891654739146,8.9535768510811,6.44261737094435
100,0,-41.36065392663868,4.099700614565893,0.125,9.124942137320678,6.295826815420644
101,0,-43.47413027398374,4.798540899133567,0.125,9.058116999236296,6.546120956457107
102,0,-40.52128555402135,4.27505111400427,0.125,8.972295350066945,6.232013920189461
103,0,-39.76642481632581,4.061627531442671,0.125,8.867539412087476,6.221139820147368
104,0,-39.33944103399658,4.231670381703097,0.125,8.682550091589823,6.24831521783059
105,0,-39.52761936251267,4.038455784524631,0.125,8.624446294538833,6.360168032088924
106,0,-40.294276011705406,4.275679961742053,0.125,8.555713427942674,6.4962811743671125
107,0,-43.39523184118501,4.123705046075979,0.3126481996928838,8.604213026424535,6.333140419417667
108,0,-41.578226297943885,4.062033836010883,0.125,8.697766014727263,6.649028652161428
109,0,-41.08032589791187,3.836631961042836,0.125,8.894091988835218,6.460557099182902
110,0,-40.345802028881735,4.147197070553923,0.125,8.716158733535103,6.410627972805232
111,0,-39.4034071424538,4.026570855805566,0.125,8.36184745520246,6.5403752689785515
112,0,-39.96692933004388,3.75466074425499,0.125,8.508869321187696,6.5753523544990085
113,0,-37.88880891000317,3.8217614171769165,0.125,8.366456784605049,6.30941424687663
114,0,-37.32592483577616,4.101632197418269,0.125,8.27909404945025,6.221515845229376
115,0,-36.73197099380033,3.970565326816835,0.125,8.430639727349398,6.031507904820938
116,0,-36.8711133942631,4.193152509926634,0.125,8.415669199012205,6.022690852623007
117,0,-39.25857963539885,4.032726227979065,0.27944715547109583,8.27755012496639,6.0208949492448705
118,0,-37.91530364027693,4.388003649322971,0.125,8.3510796112617,6.212584479202836
119,0,-35.48334437385759,4.044077884149945,0.125,8.204055969641628,5.959530894451353
120,0,-35.22270386941022,3.785397407230037,0.125,8.164796085062758,5.991617635057016
121,0,-34.43122298637893,3.827237762888429,0.125,8.258467797502055,5.774788572999908
122,0,-33.47621854660168,3.854873884212212,0.125,8.033539511191776,5.756170571841882
123,0,-33.21467278743259,3.6332410567400015,0.125,8.06796026214005,5.725708242972879
124,0,-33.19171930220462,3.6632490325677565,0.125,7.891733329647788,5.84364866696064
125,0,-36.47164302778408,3.6698044277138337,0.31842343222721364,7.974553669678183,5.7768532553078105
126,0,-31.849574054340838,3.6697401171383297,0.125,7.84641255813596,5.624456415744291
127,0,-31.90251343128095,3.810965949086371,0.125,7.712372212360847,5.704474262021321
128,0,-33.36508109058485,3.9393944069288906,0.125,7.757113076696753,5.922952517899047
129,0,-31.508498706550547,3.6279225191877433,0.125,7.614113960230945,5.738278562521895
130,0,-34.641192289853315,3.756492344691329,0.2728194910179511,7.566701002810893,5.8486293360635875
131,0,-32.2819538689853,3.6108795917917087,0.2291335594794082,7.612602310685586,5.5612845785167275
132,0,-31.153240914386352,3.4121671869849695,0.125,7.747460843172098,5.61187496458224
133,0,-33.657250036893835,3.430922255438881,0.2763758440853404,7.676782732661407,5.70169917999208
134,0,-30.022448833556993,3.413166199067351,0.125,7.5363027707359,5.548128266618983
135,0,-29.47494177336584,3.384530226094269,0.125,7.655055732778607,5.361978450295353
136,0,-28.792346993553227,3.498304901818333,0.125,7.495432712806559,5.320925695817071
137,0,-28.12755334562018,3.3020268678346256,0.125,7.417688389338076,5.281374446402282
138,0,-28.083702803403344,3.42133765475648,0.125,7.259644271348579,5.365008951418286
139,0,-27.0513632268373,3.426306720952502,0.125,7.2645960892127475,5.151284163718646
140,0,-30.32287862620205,3.400789558196212,0.32497675988691266,7.292099548231432,5.207580515373575
141,0,-26.63568006196726,3.2802279550686246,0.125,7.141131979132131,5.182564204855481
142,0,-26.282962319727886,3.4368546822674984,0.125,7.0179426854222715,5.169113875532807
143,0,-26.64597386915526,3.3363710831552416,0.125,6.9599872284007835,5.308779419392152
144,0,-25.444326615102636,3.2813325020260615,0.125,6.8818501748681875,5.122860928470343
145,0,-28.112542602524183,3.3021318972506792,0.304450217720168,6.880591954763178,5.162510826464602
146,0,-25.306510440381984,3.3918335426292323,0.125,6.738381986730533,5.1795988677966545
147,0,-25.157540989525085,3.217694067079349,0.125,6.677054200453479,5.2293695623314
148,0,-24.13318800411574,3.2565860784818463,0.125,6.606705011143645,5.049147297001238
149,0,-24.097795270730536,3.3059112447002863,0.125,6.454656281759813,5.149827700582371
150,0,-26.217729588884254,3.271384177038763,0.2869449816694476,6.489253442126055,5.11737392267498
151,0,-23.612201395086426,3.1270417106858037,0.125,6.4266340547276375,5.097475541646148
152,0,-22.83439812385269,3.228148768553751,0.125,6.342375478709612,4.964143199345628
153,0,-22.583852509568306,3.100646626028344,0.125,6.421680464185272,4.870958956188927
154,0,-22.430748953883388,3.2542578499264874,0.125,6.456849633168857,4.7788128788385515
155,0,-22.72394633508037,3.149744170763332,0.125,6.631068962412419,4.73883448377609
156,0,-24.419255318254248,3.1558304022027226,0.2938600862695556,6.515210343908216,4.728672920858799
157,0,-23.545882165432513,3.357316775232085,0.14887859453136584,6.746953488205802,4.723195806650157
158,0,-23.935885566627192,3.228499483911662,0.125,6.978983361972618,4.743512976837199
159,0,-22.104991363973582,3.2238544123920527,0.125,6.732059132053111,4.518190995234227
160,0,-21.19704905870995,3.144206149417371,0.125,6.45185054725229,4.523308353793288
161,0,-21.20822448512082,3.3280634681681227,0.125,6.495803688286933,4.458008179210932
162,0,-20.85884079863989,3.255060540251647,0.125,6.250199742469986,4.566552746616189
163,0,-21.313159412630384,3.4290585047371493,0.125,6.3124627350189115,4.589981787187057
164,0,-22.949636620043073,3.3332892627794606,0.2813886115853972,6.31946973190026,4.490087484865879
165,0,-20.27590369611254,3.3339325806283253,0.125,6.278871589913287,4.392260604019162
166,0,-20.00708090395554,3.1823098729277985,0.125,6.3834336867572015,4.289794976838573
167,0,-19.57669310881076,3.1006033563715607,0.125,6.206329477339712,4.326969639934106
168,0,-18.894710684720962,3.1987544206764076,0.125,6.173454856972265,4.167097114696822
169,0,-18.964447001843006,3.2526060065317197,0.125,6.006037486819095,4.28858628495739
170,0,-20.72283669636656,3.176699727897173,0.28199320159163194,6.069279058557189,4.215378605841003
171,0,-18.254143320649693,3.0924794038690013,0.125,5.9808332851761365,4.166412671267291
172,0,-18.766980020142327,3.0490154505363862,0.125,5.910879112708527,4.352572303360293
173,0,-18.826296506545244,3.1090864643261473,0.125,6.022999843884075,4.273559104273429
174,0,-17.685031879579654,3.1425022868467027,0.125,5.712174823047288,4.204661825730628
175,0,-17.446625179066892,3.263267086694852,0.125,5.825597282827463,4.035592622117499
176,0,-16.906265848342596,3.0738411157538894,0.125,5.747946893700443,3.9942086951329725
177,0,-17.488783624387587,3.127176687195191,0.125,5.805131993470322,4.090948979834414
178,0,-16.244861191186853,3.2106355196242973,0.125,5.554541471466506,3.9266094923500536
179,0,-18.767007911730843,3.1700190301249522,0.31572741049395936,5.611002042328767,3.9493290752050556
180,0,-15.960126072859277,3.2002640608795034,0.125,5.7058224040494245,3.751435261477685
181,0,-15.536538840422814,3.0513585267199193,0.125,5.563519015328844,3.7693509562027865
182,0,-16.000440129608677,2.9953879871358144,0.125,5.482684945283201,3.961979277550658
183,0,-16.052273487132837,3.0979207889099576,0.125,5.604881500111412,3.8665589128127227
184,0,-14.860201310521475,3.145928491907403,0.125,5.347294235157503,3.7133723788787854
185,0,-14.890178153784301,3.2819447334012324,0.125,5.48650522540165,3.5948104047897482
186,0,-16.455075467361205,3.1485922162545745,0.2731660935837316,5.454617620187904,3.594481235436402
187,0,-14.391808852007124,3.101074260339961,0.125,5.4525131940385165,3.5257445935423033
188,0,-14.941639631588934,3.1556382704449177,0.125,5.487927840601831,3.637785099742165
189,0,-13.733854869025409,3.2176914526353055,0.125,5.258351741653992,3.4433255820611506
190,0,-13.645975396358459,2.981050874831159,0.125,5.210715768664781,3.5071906985335137
191,0,-14.43299862040671,2.8253354720382755,0.125,5.334759559026498,3.6771755814998053
192,0,-14.022362926210537,3.0900367680678724,0.125,5.275038768907581,3.5439351269308843
193,0,-12.961992678429699,3.0201603447639553,0.125,5.288311793610096,3.2563820001751544
194,0,-2000,2.8005299521562845,0.125,5.35371334428404,3.3664012259092746
195,0,-12.62243254152333,3.1620242680167157,0.12548427798396095,5.228652997302797,3.162272832885287
196,0,-14.593689657675585,2.877342500242334,0.12617617624665542,5.212490976217546,3.7938809152321675
197,0,-13.069599678230977,3.1013645512943366,0.125,5.235977130548769,3.2998808987579187
198,0,-12.869669715314279,3.105902739686317,0.125,5.353941469253013,3.171153262843271
199,0,-12.563991340813262,3.05225046375624,0.12511884206173232,5.232310712492849,3.1713609776392175
200,0,-14.127568586202779,3.2192935098971405,0.12735846572260962,5.441399306559172,3.425707953172178
201,0,-12.975865956001824,3.0763954048011253,0.12532226791874732,5.296414502552675,3.241091095926693
202,0,-13.4229719826016,3.0368906842141556,0.125,5.091039145020856,3.5117638358758008
203,0,-12.939010016110725,3.0433894856296386,0.125,5.2279565461794535,3.282032150151705
204,0,-2000,3.2023446769537274,0.125,5.279335754113995,2.9964942301331714
205,0,-12.765848764108895,3.184536704063884,0.12553929613482512,5.165453616424965,3.2359883981096256
206,0,-12.77645723413538,3.1522692985944696,0.125,5.231665477022589,3.207781126466211
207,0,-12.604307629088263,3.140364153116581,0.13008376800710958,5.173575060424516,3.1808774260303037
208,0,-12.963868229726991,3.0722350067849784,0.125,5.361126809388747,3.2006432984447466
209,0,-12.772804285660337,3.044028547096743,0.125,5.278961230644498,3.2038405875802543
210,0,-12.651353731645965,3.1464601888410684,0.125,5.224219018088988,3.1785375846909383
211,0,-12.737827248168497,3.0202566548100336,0.14700985598442726,5.19049474032197,3.186327939172652
212,0,-12.606441458837683,3.0263751115946342,0.125,5.225356398724947,3.194024151343504
213,0,-13.372250437710195,3.221179079419734,0.14956806466412095,5.285804899047742,3.2398739462712722
214,0,-12.993764642146745,3.0413092718962726,0.16237297389949157,5.223184851506344,3.184933269136867
215,0,-12.687774108619163,3.057875015937807,0.15421366484915092,5.125201737986496,3.1789751859411988
216,0,-21.78482596752761,3.2889036521891293,0.16444631382421535,6.390735575956062,4.551062728245064
217,0,-12.601267175820224,3.0393589615962884,0.13733967039013448,5.188702530587099,3.1735494716425374
218,0,-28.16226878874067,3.382755410543967,0.19910158285773824,7.164766706408266,5.2397533662231925
219,0,-14.571353390852181,3.169643892758718,0.13525703753323318,5.446793529607682,3.528594805532276
220,0,-23.3702157719232,3.2296955314940723,0.15659040261619078,6.773009106966374,4.675089098057073
221,0,-12.681401851123884,3.0349198844619814,0.13550575992103298,5.228858259916962,3.1785199754065983
222,0,-24.036727469145823,3.2026832345254874,0.186296249898572,6.4710647040971265,4.964490048663189
223,0,-12.605945737932672,3.045310618507837,0.125,5.228537328161125,3.1874731757711015
224,0,-20.45850532531146,3.2175766940559236,0.18957618611497923,6.206518746197506,4.316872521039602
225,0,-12.548722811202005,3.037553022939493,0.125,5.220992802716301,3.177787330041501
226,0,-26.10919698101661,3.2889355978665864,0.21549549524148248,6.679785642583076,5.151542799109686
227,0,-12.631213014933817,3.0428842065010877,0.125,5.246070916968108,3.1844797273538337
228,0,-2000,3.2046354105509023,0.125,5.217720489443672,3.1996420496432783
229,0,-12.779189005654016,3.038918799687188,0.1449431674385204,5.2054041525117345,3.1901101278008874
230,0,-12.791716691580314,3.133276117565217,0.1255000800452334,5.237850556629984,3.2112744078923314
231,0,-12.918422571994515,3.045697746096365,0.12571372283442211,5.281137892889305,3.2405028232251363
232,0,-12.817740886181758,3.0354284993213985,0.1312111689599445,5.256537459081202,3.2129974250113458
233,0,-12.884322513675428,3.035101074982901,0.1460374572884354,5.234940582834719,3.1992914207495584
234,0,-12.793162222580897,3.032015276843633,0.15274364777320043,5.202434986366807,3.17364669342767
235,0,-12.742771550314979,3.0537194919840296,0.14426660219711723,5.2159523274198385,3.1714464106490214
236,0,-12.845273307024133,3.0499689687209166,0.14563881116149974,5.241490717548626,3.181492950961367
237,0,-12.816601564516343,3.0442837889971788,0.14619716200175112,5.223804329446598,3.1840338716577676
238,0,-12.749439706906303,3.050611918580443,0.14499050090217752,5.23324181861703,3.1614384474765207
239,0,-12.915370511727808,3.0866832270205355,0.12594021726714838,5.33720613945882,3.195287412645259
240,0,-12.964217670253277,3.057435951882602,0.12652098297176606,5.312873372940729,3.2285809561585572
241,0,-12.939172832881763,3.0265993950791676,0.13272288372334737,5.285856102314766,3.226524034609768
242,0,-12.906691594615152,3.0336419046161702,0.14274533352978008,5.268222171000065,3.195796421858459
243,0,-12.773544482595835,3.0456965560344513,0.13843879325859942,5.261892778129748,3.1725157318581703
244,0,-12.94057404449468,3.035566272230153,0.15569635723008518,5.247099383595219,3.1777990521562307
245,0,-2000,3.1476168329294643,0.12646668418903217,5.237435672581899,3.1455790214509487
246,0,-12.814328113606853,3.038469973221947,0.1398696002432649,5.251958730210163,3.187407697587621
247,0,-12.718540798697228,3.045135860784923,0.13763095003115536,5.242042645130279,3.1717516917320197
248,0,-12.862930432937954,3.042854829356913,0.1529281330296008,5.229963327612085,3.1728426484855667
249,0,-12.91960981855292,3.035364205620988,0.15346281949002288,5.23450234982941,3.186504780366619
250,0,-12.709697754151549,3.0342102710331713,0.1309287793294348,5.237148378718042,3.1957191466535595
251,0,-12.944658274447745,3.0575488755700064,0.12701792797427686,5.295978694037467,3.2318798023736925
252,0,-12.89116539383194,3.039359578225174,0.1322166538155945,5.275349290111919,3.2179574644927156
253,0,-12.799374482983223,3.043734091863966,0.1319701823917893,5.264480985246404,3.1986306834484415
254,0,-12.783206707951017,3.0311506147671206,0.12824911904784572,5.270053276023256,3.2052315271169065
255,0,-12.902765755385456,3.0330221792386505,0.14206895178799062,5.255751474301349,3.204522699597225
256,0,-12.891528929904416,3.0382398397080808,0.1356183364767517,5.2810791129883246,3.204411926676023
257,0,-12.937145879497809,3.031900142855943,0.12555867153753303,5.291423593613485,3.2431225037059255
258,0,-12.896409763550094,3.0361381935712806,0.13762988989613004,5.267703476906444,3.208270205301659
259,0,-12.926628389383024,3.026588662594254,0.1277582232644467,5.27586259068401,3.2442862470695677
260,0,-12.75504878028972,3.039001953004183,0.13170110096791457,5.270330394612341,3.1847082420430524
261,0,-12.84683238923983,3.0443448709053866,0.13827563268935755,5.245213059204085,3.2040038625290936
262,0,-12.638090515276232,3.0278745499864366,0.13678320580325815,5.20162322685792,3.1807811517509954
263,0,-12.636881127907808,3.0446689304700176,0.13648636579694115,5.220465214038083,3.1655426061175107
264,0,-12.67592990715051,3.0497787707516273,0.13546866574844588,5.227555856675543,3.1740811882889477
265,0,-12.822209485273156,3.024778527652166,0.1484618051969093,5.21367397184328,3.190227638350035
266,0,-12.699145277754575,3.0323360200841836,0.13451343139917923,5.21872415178416,3.1934173693833943
267,0,-12.554500175221872,3.040802070969396,0.125,5.235116809770329,3.17007127348338
268,0,-12.593063555453554,3.0335861178650245,0.125,5.2314234755523845,3.1848594496773104
269,0,-12.960102222362536,3.0448702677074135,0.15196335977919107,5.2608396596829605,3.1837449394896744
270,0,-13.028151308438206,3.043937011908085,0.15827496428331903,5.244935252341858,3.1932068619412766
271,0,-12.946640093415759,3.0440785437476015,0.14779204929090026,5.255057871469232,3.1965880881264948
272,0,-12.869995659758239,3.043818334357097,0.15155857872977122,5.249826183240826,3.166765276852625
273,0,-12.900386882081373,3.04342561646817,0.14782628044999704,5.241223019357869,3.1921364946956174
274,0,-12.583920499935711,3.046409856085786,0.125,5.234132884437547,3.1776133338699846
275,0,-12.77678505851769,3.0385071685940117,0.1513924348315203,5.18359140828058,3.1828679707401744
276,0,-12.757824920562863,3.046307486915306,0.1478999204782265,5.199708709163553,3.176301851153965
277,0,-14.447493529443477,3.1222266588297045,0.1281483601909438,5.450899940384335,3.5269743969684018
278,0,-12.64268811296732,3.0332414075581773,0.13794330794177959,5.183938744908063,3.1879359746122615
279,0,-12.602259573536157,3.046943652140527,0.1311596635043117,5.205509839471541,3.180897389838399
280,0,-12.564719234832086,3.036535694029293,0.125,5.204977120584951,3.192329124280993
281,0,-12.990895392167317,3.0714530157402375,0.12535312347446897,5.238290818990137,3.2823602250729964
282,0,-12.942253175093246,3.0482026770636774,0.12612925102402114,5.246802553380036,3.2665053837398683
283,0,-12.868491702860924,3.0464494435149385,0.12947650635602978,5.239667629317255,3.2402521195207736
284,0,-12.710597253967846,3.0401049389697,0.125,5.228234433585154,3.2183446100517794
285,0,-12.99809257945931,3.095332898670052,0.12540788760236127,5.234198395070782,3.2810411820707923
286,0,-14.524364235171479,3.1511052354061757,0.13230753933045566,5.449069374069583,3.528632706072446
287,0,-12.88813651660958,3.056951366595809,0.12502672353726255,5.226479243822512,3.2653355596277787
288,0,-12.936697044697265,3.033002699324896,0.14132145030299167,5.237419294623324,3.2275689863773356
289,0,-13.081882932101859,3.0523353396620445,0.13893059424355209,5.23347066062388,3.273086724293604
290,0,-12.932297728645622,3.050845819935229,0.1425235782121199,5.2273474468220495,3.224035626978781
291,0,-12.850255611784167,3.035018613805868,0.14020196477280933,5.214357941810467,3.2204045722086208
292,0,-13.038997750118467,3.0384537563697798,0.15894270324718307,5.221074627788293,3.210423244865636
293,0,-12.735036209433643,3.0513383057386454,0.1327550100947619,5.21012739599228,3.209472312338892
294,0,-12.934101214834163,3.0517486974381676,0.15088369836772916,5.218175294863232,3.203846576621362
295,0,-12.999029212602018,3.070808074681505,0.1296731748777196,5.265300992537338,3.2543762067530975
296,0,-13.077732852949298,3.0598490126195634,0.13181630759564728,5.2891482296911745,3.25761055936774
297,0,-13.123048872687638,3.035536521806886,0.1402182456258744,5.280503749908594,3.255818419043672
298,0,-13.081838725185737,3.0529154442506714,0.1422551623278806,5.260662301367313,3.245675371149602
299,0,-13.055103463289223,3.0446353296296342,0.14948801962261607,5.2503139752394725,3.224426088008475
